spelling	%Bel	%Ned	Obs_Bel	Obs_Bel	
creëren	96.8	96.3	264	373	
crémant	56.6	40.5	245	315	
crematie	98.7	98.7	244	329	
crematorium	98.3	98.7	254	317	
crème	99.6	98.0	254	317	
cremeren	96.3	99.3	256	313	
creoline	60.6	56.0	227	318	
creool	86.1	89.5	242	290	
creools	90.0	87.0	242	299	
creoolse	86.5	90.9	265	337	
creosoot	28.0	36.0	234	301	
crêpe	88.9	94.1	227	337	
crêpepapier	92.5	97.3	240	317	
creperen	96.1	97.0	241	319	
crêperie	87.9	88.4	243	318	
crêpezool	49.2	47.5	224	317	
crescendo	93.9	90.2	225	356	
cresson	76.7	36.9	244	287	
cretin	34.8	29.6	234	317	
cretonne	35.6	41.2	247	335	
cretonnen	20.4	36.7	238	349	
crew	93.9	91.5	260	322	
crewlid	84.0	86.2	283	336	
criant	24.8	12.1	231	322	
cricket	92.5	97.0	253	313	
cricketen	54.2	79.3	255	305	
cricketer	55.0	73.4	227	337	
crime	73.9	91.1	230	330	
criminaliteit	98.8	99.0	255	321	
crimineel	99.2	98.9	278	278	
criminologie	98.7	96.9	250	272	
crinoline	42.5	47.7	240	338	
crisis	99.6	99.7	236	303	
crisiscel	95.9	82.2	285	325	
criteria	98.7	99.0	243	310	
criterium	96.7	98.0	255	316	
critica	84.7	84.6	220	329	
criticaster	85.9	83.0	239	335	
critici	97.8	98.1	283	338	
criticus	97.9	96.5	255	302	
crochet	71.9	55.2	240	303	
croesus	22.0	20.9	212	282	
croissant	98.0	98.4	266	336	
croonen	48.4	30.6	245	314	
crooner	64.9	35.4	240	316	
croque-monsieur	100.0	89.5	35	40	
croquet	70.9	90.0	253	315	
cross	89.8	88.6	247	333	
crosscup	79.9	40.6	236	326	
crossen	96.7	98.0	252	314	
crosser	90.9	90.7	244	328	
crossfiets	95.0	98.1	233	336	
crossloop	82.3	79.1	268	333	
croste	10.0	7.2	249	312	
croupier	79.5	88.8	251	300	
crouton	88.3	93.5	234	277	
croutons	90.5	95.4	256	318	
croûtons	86.5	94.1	218	284	
crowdfunding	78.9	82.8	25	49	
crowdsourcen	43.9	73.7	30	44	
crowdsurfen	87.7	90.8	214	296	
cru	94.3	91.1	260	330	
cruciaal	96.4	99.7	264	321	
crucifix	86.3	91.0	246	304	
cruise	98.7	98.4	237	320	
cruisecontrol	94.4	97.1	262	288	
cruisen	94.2	90.3	274	303	
cruiser	91.6	93.6	264	295	
cruiseschip	97.5	97.3	253	315	
crux	37.4	79.1	227	327	
cruzeiro	15.6	12.3	273	335	
cryogeen	63.7	58.4	255	316	
crypt	67.2	76.1	231	321	
crypte	96.4	92.6	263	325	
crypten	89.4	90.5	219	365	
cryptisch	96.4	98.0	235	320	
cryptogram	98.0	98.4	264	319	
csardas	8.6	14.3	243	318	
cue	64.4	65.4	257	344	
cuisine	73.9	91.1	262	321	
cuisinier	82.0	69.2	252	359	
cuisson	85.8	35.4	267	334	
culinair	96.8	97.6	231	309	
culminatie	82.5	71.1	24	40	
culmineren	80.6	71.1	255	313	
culpabiliseren	72.0	24.5	252	297	
cult	88.6	89.3	249	306	
cultboek	87.9	82.4	234	323	
cultfilm	92.7	91.7	230	330	
cultisch	45.1	45.6	234	323	
cultivar	33.8	32.6	264	303	
cultiveren	97.1	96.1	255	326	
culture	39.4	51.3	238	296	
cultureel	98.8	98.9	262	293	
cultus	93.1	84.5	258	333	
cultuur	99.2	100.0	251	317	
cumarine	13.8	13.9	249	341	
cumul	78.5	21.0	260	317	
cumulatie	93.0	89.4	226	319	
cumulatief	94.9	95.2	248	351	
cumuleren	93.2	84.4	262	324	
cumulus	92.3	87.9	260	321	
cunnilingus	66.6	51.6	249	352	
cup	94.2	96.3	255	312	
cupcake	95.3	96.9	269	308	
cupcakemama	67.8	61.9	49	105	
cupduel	60.0	74.1	229	325	
cupido	95.8	97.1	253	293	
cupmaat	98.6	97.1	230	330	
curaçao	82.2	94.5	266	305	
curandus	33.8	19.5	240	293	
curare	51.7	47.0	231	322	
curatele	68.4	88.9	240	341	
curatief	89.7	83.8	255	292	
curator	94.7	96.3	256	284	
curatrice	75.8	64.9	248	327	
cureren	69.2	74.2	243	347	
curettage	66.8	62.2	238	373	
curette	37.6	45.8	258	332	
curie	72.1	67.5	260	366	
curieus	93.0	97.4	241	321	
curiosa	87.3	92.5	274	322	
curiositeit	95.4	94.5	253	309	
curiosum	79.5	72.8	251	344	
curling	81.1	89.4	278	278	
curriculum	95.1	94.5	256	344	
curry	99.1	97.5	246	341	
currysaus	98.7	97.0	245	315	
cursief	99.6	99.3	246	287	
cursiefje	93.7	79.5	252	329	
cursist	96.5	98.4	274	321	
cursiveren	78.9	81.8	240	277	
cursor	96.2	97.7	250	323	
cursorisch	55.0	49.6	236	303	
cursus	99.1	100.0	246	353	
curvatuur	43.3	37.5	260	310	
curve	97.9	96.3	255	337	
custard	50.1	90.4	266	340	
custode	30.4	22.6	263	317	
customizen	82.9	81.4	43	34	
custos	5.3	4.1	219	336	
cutter	86.3	49.8	238	329	
cutteren	75.4	27.8	227	318	
cv	96.4	97.8	237	282	
cv-ketel	81.2	99.0	274	303	
cyaan	86.5	81.9	242	349	
cyaankali	78.4	80.8	249	291	
cyanide	90.9	87.8	266	319	
cyanose	47.4	50.2	236	296	
cybercafé	99.1	96.5	241	330	
cybernetica	68.3	70.7	256	284	
cyberpunk	83.7	82.6	245	333	
cyberspace	96.5	94.0	30	35	
cyborg	60.7	57.7	244	331	
cyclaam	58.2	85.3	244	329	
cyclamaat	38.7	41.9	242	344	
cyclamen	52.5	80.5	237	307	
cyclisch	95.2	94.7	263	300	
cyclisme	94.0	81.9	246	314	
cyclocross	94.1	57.7	233	351	
cycloïde	78.5	62.1	235	319	
cycloon	99.2	99.4	257	334	
cycloop	93.2	92.8	249	308	
cyclotron	60.8	51.9	231	363	
cyclus	98.0	97.1	257	330	
cynicus	95.8	96.6	252	314	
cynisch	96.5	98.3	269	313	
cynisme	96.6	98.0	249	312	
cypergras	23.3	22.7	225	301	
cypers	27.2	69.1	243	337	
cyrillisch	72.1	75.6	264	306	
cyste	89.9	88.6	239	306	
cystisch	62.8	60.7	266	319	
cytologie	70.0	66.0	274	341	
cytosine	65.7	54.7	252	337	
daad	98.2	100.0	239	277	
daadkracht	99.2	98.3	269	308	
daadkrachtig	97.0	99.6	247	292	
daadwerkelijk	98.3	99.3	246	320	
daags	97.3	97.0	234	277	
daalder	68.4	97.7	240	321	
daar	100.0	99.4	254	330	
daaraan	96.0	96.8	236	327	
daarachter	92.9	96.9	238	344	
daaraf	67.6	60.9	263	366	
daarbeneden	81.0	74.5	227	314	
daarbij	98.4	100.0	261	334	
daarbinnen	93.0	92.1	256	318	
daarboven	97.2	98.3	266	311	
daarbovenop	93.3	85.6	267	307	
daarbuiten	97.3	95.9	276	285	
daardoor	98.6	99.3	222	291	
daarenboven	95.5	67.8	256	314	
daarentegen	97.6	95.2	262	288	
daareven	74.9	72.9	247	326	
daargelaten	67.0	95.7	255	317	
daarginder	73.1	88.8	250	320	
daarginds	97.0	97.6	249	302	
daarheen	97.8	97.5	236	300	
daarin	99.2	99.4	262	334	
daarjuist	83.9	50.0	235	320	
daarlangs	97.2	96.6	264	309	
daarlaten	48.4	76.2	214	296	
daarmede	78.6	83.3	226	315	
daarmee	99.1	99.7	243	347	
daarna	99.2	99.3	265	298	
daarnaar	72.2	83.3	261	315	
daarnaast	97.6	99.3	258	301	
daarnet	98.3	98.2	247	346	
daarom	100.0	99.6	259	299	
daaromheen	96.0	94.6	238	329	
daaromtrent	97.0	92.8	247	335	
daaronder	97.8	97.5	235	343	
daarop	98.0	99.3	214	317	
daarover	97.9	97.6	254	308	
daaroverheen	82.3	88.2	261	294	
daarrond	85.8	18.1	215	316	
daarstraks	92.0	93.7	278	318	
daartegen	76.8	83.3	236	303	
daartegenover	95.5	90.7	260	317	
daartoe	98.6	96.6	224	310	
daartussen	98.1	96.6	226	341	
daartussenin	82.2	82.0	231	321	
daaruit	96.9	97.6	238	349	
daarvan	98.0	100.0	211	318	
daarvandaan	85.7	87.0	265	316	
daarvoor	99.6	97.7	240	323	
daarzonder	29.6	36.5	260	330	
daas	75.3	82.6	251	344	
dabben	44.7	17.0	200	208	
dacht	99.3	99.3	302	315	
dactylo	93.5	65.2	258	336	
dactylografie	95.5	78.8	278	278	
dactyloscopie	67.8	90.7	36	34	
dactylus	79.8	72.8	255	314	
dada	81.7	50.5	224	317	
dadaïsme	86.4	74.2	255	318	
dadaïst	80.2	70.3	277	305	
dadel	97.2	98.7	263	316	
dadelijk	99.6	99.0	258	316	
dadeloos	66.1	57.6	264	303	
dadels	97.8	99.0	244	315	
dadendrang	79.5	90.9	246	346	
dader	99.5	99.7	228	355	
daderes	44.6	44.6	232	306	
dading	56.3	28.7	229	319	
dag	100.0	100.0	225	301	
dagbedrag	75.6	71.3	233	334	
dagblad	99.6	99.3	235	319	
dagbloem	84.7	83.4	255	305	
dagboek	99.6	100.0	259	316	
dagboog	29.4	21.9	246	318	
dagbouw	63.7	77.6	267	301	
dagcrème	99.6	98.4	253	324	
dagcursus	97.9	98.7	255	312	
dagdagelijks	94.2	19.2	252	318	
dagdeel	86.2	100.0	252	328	
dagdief	65.0	50.7	262	344	
dagdienst	97.5	99.7	252	314	
dagdromen	99.2	99.7	250	314	
dagdromer	99.1	99.4	233	331	
dagdroom	99.1	99.4	236	331	
dagelijks	100.0	100.0	240	331	
dagen	99.6	99.7	253	313	
dagenlang	97.7	96.3	269	346	
dager	40.0	52.7	200	278	
dageraad	97.1	96.3	256	313	
dagetappe	60.8	78.5	274	304	
dagge	7.4	1.7	265	301	
daggeld	73.6	86.0	251	316	
daggelder	9.7	44.4	232	322	
daghit	68.5	74.4	251	325	
daghulp	99.1	99.1	224	336	
daghuur	82.0	93.0	245	315	
dagindeling	100.0	98.6	272	299	
daging	64.4	64.0	254	298	
dagje	99.6	99.0	243	309	
dagjesmensen	90.4	95.7	274	321	
daglicht	99.2	99.1	258	336	
dagloner	93.2	90.1	233	309	
dagloon	98.3	99.3	250	321	
dagmaat	67.1	67.6	243	318	
dagmars	88.4	88.9	235	331	
dagmenu	99.6	99.7	245	331	
dagopname	99.2	99.4	249	327	
dagopvang	98.4	99.4	265	340	
dagorde	98.4	93.2	261	309	
dagpas	98.7	97.4	251	319	
dagprijs	98.8	98.4	263	327	
dagreis	98.8	94.5	255	325	
dagschotel	98.8	99.3	260	307	
dagslot	82.8	80.0	257	327	
dagsluiting	81.6	96.6	234	277	
dagtaak	99.6	99.7	247	336	
dagtank	41.1	52.2	277	326	
dagtekening	82.9	96.3	228	285	
dagticket	99.5	99.0	231	322	
dagtocht	99.2	99.7	265	331	
dagtrip	100.0	99.3	262	319	
daguil	77.7	71.0	250	323	
dagvaarden	98.3	98.7	253	333	
dagvaarding	96.6	98.5	247	346	
dagverblijf	100.0	98.7	262	323	
dagvers	96.6	98.6	251	300	
dagwand	41.9	32.5	281	318	
dagwerk	98.4	93.4	259	321	
dagzaal	77.3	71.8	241	295	
dagzege	79.0	82.5	241	325	
dagzoom	36.0	38.0	265	331	
dagzorg	97.7	97.6	232	301	
dahlia	90.2	90.3	246	293	
daim	63.8	7.3	244	352	
dak	99.6	100.0	275	341	
dakbaan	47.1	37.5	217	271	
dakbalk	88.2	88.4	268	299	
dakdekker	84.2	95.7	266	319	
daken	100.0	99.7	220	367	
dakgoot	99.2	99.7	259	330	
dakhaas	33.6	68.5	260	311	
dakkapel	93.5	97.9	244	352	
dakleer	52.4	88.6	259	304	
daklijn	90.8	89.1	253	289	
daklijst	97.6	93.0	265	331	
daklook	16.4	18.6	233	309	
dakloos	98.8	99.7	264	302	
dakloze	99.6	100.0	235	309	
dakluik	95.6	95.9	241	310	
dakpan	97.2	99.7	229	319	
dakraam	99.1	99.3	242	313	
dakrand	98.3	98.3	241	310	
dakriet	78.2	87.8	265	329	
dakruiter	64.4	70.0	254	330	
dakschade	97.2	95.7	260	321	
dakschild	65.9	80.9	34	33	
dakterras	98.6	98.9	226	297	
daktuin	92.4	92.6	264	327	
dakvlak	76.5	66.3	197	259	
dakvoet	38.7	44.3	230	291	
dakvorm	91.6	91.8	251	322	
dakwerk	99.1	97.1	229	325	
dal	98.7	98.8	241	341	
dalang	2.1	4.4	229	317	
dalem	6.4	7.9	244	329	
dalen	100.0	100.0	237	347	
daler	88.8	93.6	264	295	
dalgrond	57.6	67.7	258	319	
daling	99.2	99.7	250	339	
dalles	5.6	2.6	251	306	
dalmatiek	39.2	31.5	272	289	
dalmatiër	96.1	95.8	268	299	
daluren	89.4	92.7	257	303	
daluur	89.8	89.9	248	332	
dalven	11.9	24.0	263	327	
dalver	6.2	10.6	239	306	
dalwind	82.5	80.0	228	305	
dam	97.9	100.0	252	314	
damar	17.7	3.1	229	290	
damasceren	31.2	34.6	26	37	
damast	69.9	78.6	259	315	
damasten	62.0	77.8	274	304	
damboek	37.2	48.9	223	315	
dambord	100.0	99.3	251	303	
damclub	94.8	97.8	262	329	
dame	99.1	100.0	228	355	
dames	99.1	99.3	231	321	
damesblad	99.6	99.3	274	319	
dameshandwerk	96.4	92.5	29	42	
damesmode	99.1	99.7	242	343	
damestoilet	99.1	99.2	234	277	
damhert	90.4	93.9	231	309	
damklok	50.4	50.8	227	310	
damlijn	72.5	63.8	207	291	
dammen	98.1	99.7	220	329	
dammer	49.2	73.8	230	297	
damp	98.7	99.4	248	325	
dampaal	55.9	57.3	227	318	
dampbad	78.0	75.9	249	319	
dampen	97.1	99.7	256	345	
damper	53.9	56.5	249	327	
dampig	81.7	88.6	248	351	
dampkap	97.7	72.6	272	303	
dampkring	99.2	99.7	249	352	
damschijf	76.7	94.8	249	327	
damslag	40.9	66.2	235	318	
damspel	99.1	99.3	241	301	
damsteen	87.4	96.3	250	314	
damwand	72.8	90.8	240	308	
dan	98.3	99.3	249	303	
danaïde	46.1	20.2	252	314	
dancing	95.2	91.5	240	321	
dandy	74.7	81.8	275	283	
dang	3.7	7.4	59	125	
danig	95.7	91.6	245	315	
dank	99.2	99.7	250	343	
dankbaar	100.0	99.6	234	277	
dankbetuiging	98.7	99.0	236	326	
dankdag	54.4	78.3	256	339	
danken	99.6	99.7	237	307	
dankgebed	98.7	97.0	244	315	
dankjewel	95.0	92.6	275	300	
dankmis	92.7	82.1	261	336	
dankwoord	100.0	99.3	261	291	
dankzij	99.6	99.4	275	325	
dans	100.0	99.7	218	319	
dansact	96.8	94.6	261	274	
dansant	65.8	70.1	228	324	
dansavond	98.6	99.7	228	355	
dansbaar	93.2	86.8	262	334	
danscafé	97.9	97.3	255	312	
dansen	100.0	99.7	237	347	
danser	99.6	99.7	240	341	
danseres	99.2	99.3	254	293	
danseur	54.5	46.7	220	308	
danseuse	68.2	39.0	255	302	
dansfeest	98.8	99.7	258	336	
dansfilm	95.6	95.5	263	301	
dansgroep	100.0	99.3	264	303	
danskoord	95.0	90.7	274	341	
dansles	99.6	99.7	251	316	
dansmarieke	77.4	90.5	233	331	
dansorgel	84.7	74.3	234	324	
danspas	99.2	99.4	263	327	
dansscène	96.9	99.0	239	321	
danstent	98.7	96.3	244	312	
dansvloer	99.6	99.7	236	306	
dansvorm	96.6	98.4	249	319	
danszaal	98.7	99.6	252	292	
dantesk	49.0	33.8	225	356	
dapper	98.7	99.3	251	315	
dar	70.8	67.2	249	327	
darkroom	81.9	92.0	267	340	
darm	99.6	99.7	257	344	
darmen	99.6	99.3	242	310	
darmgas	92.0	95.1	264	321	
darmpje	97.1	96.3	251	316	
darmsap	90.4	93.5	242	324	
darmsnaar	58.6	64.7	234	277	
darmstelsel	97.6	99.7	219	336	
darmwand	98.7	99.0	247	314	
darren	64.5	71.8	246	313	
dart	72.3	93.6	251	279	
dartbord	82.6	96.8	236	296	
dartel	96.7	95.6	256	355	
dartelen	97.9	99.0	255	316	
darten	73.2	99.0	232	302	
darter	45.7	93.4	250	321	
darts	91.7	90.1	255	307	
darwinist	86.0	78.7	256	355	
das	99.6	99.4	263	339	
dashboard	96.2	98.5	251	342	
dashond	81.2	68.2	257	314	
daslook	41.8	38.9	257	303	
dassen	97.4	98.4	283	338	
dasspeld	94.2	93.7	253	299	
dat	99.6	99.0	244	309	
data	99.1	99.7	228	334	
databank	100.0	98.9	272	286	
database	98.1	98.9	224	289	
databus	70.1	64.9	264	303	
datakabel	92.2	95.7	258	339	
datanet	91.2	91.0	226	305	
dataset	92.2	94.8	255	303	
datatype	93.0	93.4	254	320	
date	92.0	94.5	262	323	
daten	96.9	97.7	270	320	
dateren	98.0	98.2	269	346	
datering	93.0	95.0	270	316	
datgene	95.6	95.5	264	306	
datief	86.9	48.2	273	335	
dating	95.2	97.8	262	288	
datje	66.7	70.8	278	278	
dato	66.4	87.7	244	309	
datsja	26.2	33.8	284	299	
datum	100.0	100.0	244	316	
datums	77.7	76.7	255	334	
datzelfde	90.1	89.3	235	336	
dauphin	65.3	56.2	249	327	
dauw	98.3	97.9	247	346	
dauwdruppel	98.3	97.3	249	312	
dauwen	65.2	62.7	248	330	
dauwtrappen	52.7	93.2	245	310	
daver	87.3	38.0	241	297	
daveren	98.0	88.9	259	304	
daverend	95.7	99.4	242	344	
davidster	88.9	91.3	274	303	
davit	8.2	16.0	250	272	
dawet	0.0	0.0	228	339	
dazen	78.0	72.5	239	306	
de	100.0	99.3	244	320	
deactiveren	88.4	98.3	227	318	
deadline	95.7	98.1	220	329	
deal	96.9	95.8	238	329	
dealen	95.3	98.3	246	304	
dealer	97.6	98.9	264	289	
dealernet	73.0	74.8	226	272	
debacle	86.3	87.8	262	320	
deballoteren	27.1	51.8	26	48	
debardeur	93.3	24.7	237	320	
debarkeren	63.8	50.9	250	317	
debat	97.1	99.3	221	315	
debater	45.1	81.6	259	321	
debatteren	96.7	97.7	254	324	
debet	84.7	93.2	241	295	
debiel	99.6	99.7	266	305	
debiet	92.7	41.9	230	297	
debiliseren	49.3	58.1	243	347	
debitant	51.2	54.4	274	321	
debiteren	88.1	88.4	230	337	
debiteur	91.9	98.1	246	341	
débouché	49.0	47.0	262	322	
debriefen	84.8	77.9	242	290	
debuggen	57.8	50.4	237	282	
debugger	46.7	41.6	241	321	
debutant	99.6	97.7	247	319	
debutante	94.7	98.0	237	312	
debuteren	96.3	97.8	257	283	
debuut	98.3	97.8	247	336	
decaan	96.3	98.9	253	289	
decade	70.8	77.3	245	324	
decadent	96.4	97.6	236	303	
decadentie	97.2	96.7	263	317	
decafeïné	74.1	50.3	264	373	
decagram	79.1	65.6	232	334	
decalage	49.7	19.2	245	314	
decaliter	79.5	65.3	262	322	
decalogus	14.2	10.9	233	280	
decaloog	42.7	38.3	259	302	
decameter	95.1	86.2	237	320	
decanaal	73.5	39.3	230	314	
decanaat	79.6	72.9	253	326	
decanteren	92.5	80.4	238	296	
decapiteren	82.0	60.1	35	29	
decatlon	72.3	57.0	274	338	
december	98.8	99.7	256	355	
decennia	97.1	98.3	221	317	
decennium	96.2	98.0	248	314	
decent	73.8	86.9	245	353	
decentie	55.0	73.8	236	289	
decentraal	80.8	91.3	258	352	
decentralisatie	97.9	95.2	252	306	
deceptie	88.1	95.6	248	286	
decharge	72.3	80.6	243	337	
déchéance	28.2	17.8	239	283	
decibel	98.2	99.1	229	360	
decideren	90.4	87.3	264	341	
deciel	35.0	35.8	256	331	
decigram	88.9	76.0	237	307	
deciliter	94.5	95.6	267	338	
decimaal	98.8	98.0	269	319	
decime	45.2	46.5	261	307	
decimeren	82.2	84.7	249	316	
decimeter	99.6	99.7	281	342	
decisie	70.8	67.0	231	319	
decisief	68.5	61.0	284	310	
deck	47.2	55.6	271	337	
declamatie	83.9	85.5	236	283	
declameren	85.8	86.3	252	314	
declarant	81.7	89.5	247	292	
declaratie	96.1	98.5	272	286	
declareren	94.1	99.3	232	302	
declineren	76.2	64.9	31	27	
decoder	95.0	95.1	274	303	
decoderen	96.0	98.7	261	333	
decolleté	95.0	98.7	252	332	
decompressie	95.8	96.0	251	317	
deconstructief	91.7	87.6	241	331	
decor	97.0	99.0	243	317	
decorateur	97.8	97.1	243	289	
decoratie	100.0	99.3	249	321	
decoratief	98.8	99.6	261	288	
decorbouw	96.9	98.4	240	329	
decoreren	99.1	98.1	236	283	
decorstuk	98.0	99.0	265	331	
decorum	70.3	85.1	255	317	
decouperen	90.2	94.0	258	314	
decreet	96.4	75.3	262	320	
decrescendo	78.4	75.4	249	347	
decretaal	68.6	15.0	255	307	
decubitus	41.7	46.6	224	365	
decumul	51.3	3.4	281	342	
decurio	20.2	18.7	223	338	
dedain	52.4	66.7	252	329	
dédain	54.7	79.2	223	293	
dede	0.0	6.2	63	110	
deden	92.3	97.1	260	330	
dedicatie	82.4	72.5	281	318	
deduceren	82.5	78.0	240	321	
deductie	92.5	94.7	254	320	
deductief	87.7	79.6	256	279	
deed	92.1	96.2	253	333	
deeg	100.0	98.1	247	327	
deegbal	92.2	99.4	230	337	
deeglap	72.9	84.6	241	308	
deegrol	99.2	97.1	251	325	
deegroller	93.4	98.0	222	318	
deegsoort	96.7	97.4	222	324	
deegwaar	96.1	92.9	269	313	
deegwaren	98.8	97.0	265	316	
deejay	89.4	85.0	259	316	
deel	99.2	99.3	255	317	
deelachtig	76.6	74.5	265	289	
deelbaar	99.1	99.7	243	347	
deelgenoot	94.2	99.1	271	337	
deelgroep	93.7	90.2	249	291	
deelname	99.1	99.7	236	319	
deelneemster	100.0	99.1	231	340	
deelnemen	99.6	99.7	253	326	
deelnemer	100.0	100.0	255	318	
deelneming	99.2	99.7	251	322	
deelraad	74.1	91.9	268	324	
deels	99.6	99.4	243	346	
deelsom	93.1	98.5	229	290	
deelstaat	99.2	98.4	265	322	
deelstreep	73.6	92.2	223	338	
deeltal	88.3	64.6	262	321	
deeltaxi	68.4	83.2	283	338	
deelteken	99.2	96.4	277	319	
deeltijd	80.9	99.4	232	334	
deeltijds	98.6	90.9	229	302	
deeltje	98.7	99.7	244	322	
deelvak	94.2	95.6	236	289	
deelvraag	95.0	97.2	274	303	
deelwoord	100.0	100.0	249	321	
deelzin	88.9	84.6	247	288	
deemoed	62.9	64.5	258	320	
deemoedig	66.1	66.1	245	286	
deemster	67.8	18.5	268	324	
deerlijk	86.3	79.5	239	277	
deern	64.0	71.6	260	330	
deerne	85.1	84.4	233	351	
deernis	79.4	80.6	245	326	
deerniswekkend	74.2	73.6	269	319	
deerntje	51.7	75.1	233	351	
defaitisme	67.8	68.1	255	317	
defaitist	66.9	66.0	251	300	
defaitistisch	58.1	59.0	241	295	
default	71.7	73.3	260	307	
defecatie	45.6	50.7	29	32	
defect	99.6	98.9	259	295	
defectief	59.7	63.3	222	324	
defenestratie	68.0	15.3	23	46	
defensie	99.1	99.7	241	330	
defensief	99.2	97.9	270	306	
defibrillator	94.5	95.2	230	326	
deficiënt	77.8	83.6	232	302	
deficiëntie	82.7	84.2	262	320	
deficit	82.9	58.6	222	318	
defilé	91.2	93.1	252	380	
defileren	95.3	88.0	249	316	
definiëren	98.7	98.4	235	320	
definiet	20.0	20.4	262	344	
definitie	100.0	99.1	261	336	
definitief	99.1	99.1	245	333	
deflatie	90.8	92.1	253	333	
deflatoir	58.9	63.7	233	351	
deflexie	64.1	59.3	264	295	
deformatie	96.9	95.2	241	331	
defrienden	60.0	18.2	50	112	
deftig	99.1	99.6	247	294	
degel	20.2	18.7	236	303	
degelijk	99.5	98.9	229	290	
degen	93.6	97.0	265	316	
degene	85.0	96.5	266	305	
degenen	73.1	85.7	262	323	
degeneratie	94.6	95.5	273	325	
degeneratief	89.2	80.2	273	335	
dégénéré	42.3	45.7	237	347	
degenereren	94.4	95.9	243	305	
degout	78.5	22.9	240	340	
degoutant	93.5	36.9	242	322	
degradant	71.2	74.3	241	311	
degradatie	98.4	99.4	258	339	
degraderen	97.1	97.5	252	332	
degressie	81.9	62.8	233	280	
degressief	83.3	55.9	284	310	
degustatie	99.0	49.7	215	316	
degusteren	95.0	44.4	274	303	
dehydratie	71.1	83.5	251	344	
deiktisch	8.6	7.5	274	304	
deinen	87.6	96.6	296	306	
deining	91.2	94.2	252	329	
deinzen	94.8	93.3	263	316	
deïsme	55.4	42.1	229	302	
deïst	36.4	35.8	258	336	
dejeuner	53.4	58.2	246	320	
dek	98.5	100.0	288	302	
dekbed	99.5	100.0	231	321	
dekbedje	97.2	99.4	261	333	
dekblad	91.3	86.8	242	344	
dekbord	64.0	65.5	257	345	
deken	100.0	98.7	227	314	
dekenaal	42.5	25.4	247	361	
dekenaat	68.3	48.9	219	336	
dekenij	81.3	7.7	248	332	
dekenkist	75.8	94.8	270	306	
dekgeld	72.2	82.3	242	322	
dekglas	87.0	86.9	243	346	
dekhengst	97.0	97.5	247	333	
dekhuis	50.9	48.0	251	322	
dekhut	71.3	81.9	249	308	
dekken	100.0	99.7	263	317	
dekker	91.1	94.5	247	306	
dekking	99.6	100.0	245	326	
dekkist	62.7	78.9	251	315	
deklaag	91.9	93.3	259	331	
deklast	54.1	57.9	273	335	
deklat	56.2	45.3	243	337	
dekmantel	99.6	99.7	257	322	
deknaam	78.2	66.5	246	317	
dekolonisatie	93.6	95.6	245	333	
dekpunt	75.7	75.2	247	310	
dekschild	87.3	96.2	266	305	
deksel	99.5	99.7	229	317	
deksels	98.7	98.9	241	297	
deksteen	89.3	85.3	236	300	
dekstoel	76.4	86.7	223	324	
dekstro	64.0	66.1	260	366	
dekstuk	74.5	77.5	235	309	
dektijd	85.5	83.5	240	293	
dektijdstip	67.6	31.9	26	34	
dekverf	88.8	92.6	272	313	
dekvloer	87.9	92.2	261	336	
dekzand	79.9	90.4	241	295	
dekzeil	98.0	99.7	266	340	
dekzool	60.7	67.9	244	312	
del	90.5	91.0	243	328	
delegaat	78.3	76.4	242	299	
delegatie	96.9	98.4	269	336	
delegeren	97.0	99.3	246	287	
délégué	62.5	21.5	247	299	
delen	100.0	99.0	247	326	
deler	96.7	98.3	220	367	
deleten	95.7	93.6	244	329	
deletie	41.1	38.1	250	272	
delfstof	94.7	97.3	260	275	
delfts	79.3	92.7	264	373	
delgen	72.5	59.1	268	324	
delging	62.7	44.5	240	290	
deliberatie	97.2	90.7	266	340	
delibereren	97.7	79.2	229	360	
delicaat	97.5	98.3	289	314	
delicatesse	98.9	99.3	275	283	
delicieus	94.0	86.4	211	310	
delict	95.8	99.0	274	304	
deling	97.4	99.0	241	311	
delinquent	95.5	92.6	256	313	
delinquentie	95.2	89.0	261	336	
delirant	44.9	31.5	239	329	
delirium	93.1	92.2	243	339	
delisting	30.5	15.7	268	307	
dellerig	70.7	85.6	262	322	
deloyaal	56.8	38.5	239	315	
delta	97.0	98.6	245	302	
deltaplan	91.0	98.9	222	291	
deltavliegen	98.7	98.4	237	320	
delven	97.1	98.0	251	317	
delver	87.1	84.7	244	317	
demagogie	79.2	78.4	253	312	
demagogisch	81.7	81.2	259	296	
demagoog	79.5	81.8	226	341	
demarcatie	59.9	48.8	257	286	
demarche	73.9	56.1	242	307	
demarkeren	80.2	85.8	229	319	
demarqueren	76.3	79.6	258	330	
demarrage	84.3	80.1	254	307	
demarreren	84.1	68.7	245	286	
demasqué	59.6	75.4	240	317	
dement	97.8	98.1	238	341	
demente	90.0	93.1	242	321	
dementi	23.4	26.1	286	315	
dementie	99.6	98.4	255	321	
demi	76.8	82.0	240	340	
demissie	71.0	65.1	254	314	
demissionair	66.5	95.8	245	324	
demo	96.5	97.9	268	307	
demobiliseren	95.4	95.4	251	317	
democraat	96.4	99.3	234	317	
democrate	83.5	76.1	242	313	
democratie	99.6	99.3	243	289	
democratisch	98.7	98.9	248	286	
democratisering	97.1	99.4	256	355	
demograaf	91.9	93.4	274	303	
demografie	95.6	95.3	215	316	
demografisch	97.2	97.8	228	334	
demon	93.0	92.6	286	314	
